Theme,date,date_name,geography_code,geography_name,geography_type,variable_code,variable_name,measures_code,measures_name,value
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,286400
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,16.3
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,384100
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,20599,Variable,36.4
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,457100
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,118,% who are economically inactive - aged 65+,20599,Variable,94.3
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,118,% who are economically inactive - aged 65+,21001,Numerator,1003700
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1493,% of economically inactive student,20599,Variable,21
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1493,% of economically inactive student,21001,Numerator,237300
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1494,% of economically inactive looking after family/home,20599,Variable,23.5
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1494,% of economically inactive looking after family/home,21001,Numerator,265100
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1495,% of economically inactive temporary sick,20599,Variable,2.1
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1495,% of economically inactive temporary sick,21001,Numerator,24000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1496,% of economically inactive long-term sick,20599,Variable,28.4
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1496,% of economically inactive long-term sick,21001,Numerator,320400
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1497,% of economically inactive discouraged,20599,Variable,0.5
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1497,% of economically inactive discouraged,21001,Numerator,6000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1498,% of economically inactive retired,20599,Variable,16.2
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1498,% of economically inactive retired,21001,Numerator,182700
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1499,% of economically inactive other,20599,Variable,8.2
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1499,% of economically inactive other,21001,Numerator,92100
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1487,% of economically inactive who want a job,20599,Variable,20.3
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1487,% of economically inactive who want a job,21001,Numerator,228600
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.7
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000002,North West,regions,1488,% of economically inactive who do not want a job,21001,Numerator,898900
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,20599,Variable,24.5
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,815000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,32.7
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,208300
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.9
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,278700
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,20599,Variable,35.3
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,328000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,20599,Variable,94
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,21001,Numerator,746500
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,20599,Variable,20
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,21001,Numerator,163100
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,20599,Variable,25.8
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,21001,Numerator,210000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,20599,Variable,2
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,21001,Numerator,16500
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,20599,Variable,25.1
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,21001,Numerator,204700
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,20599,Variable,0.6
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,21001,Numerator,5300
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,20599,Variable,16.4
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,21001,Numerator,133400
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,20599,Variable,10.1
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,21001,Numerator,82000
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,20599,Variable,20.7
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,21001,Numerator,168800
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.3
economic_inactivity,2007-12-01,Jan 2007-Dec 2007,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,21001,Numerator,646200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,20599,Variable,25.9
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,428400
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,35.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,110200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.8
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,135200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,20599,Variable,37.7
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,183000
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,118,% who are economically inactive - aged 65+,20599,Variable,96
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,118,% who are economically inactive - aged 65+,21001,Numerator,395100
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1493,% of economically inactive student,20599,Variable,20.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1493,% of economically inactive student,21001,Numerator,87200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1494,% of economically inactive looking after family/home,20599,Variable,23.1
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1494,% of economically inactive looking after family/home,21001,Numerator,98900
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1495,% of economically inactive temporary sick,20599,Variable,2.2
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1495,% of economically inactive temporary sick,21001,Numerator,9200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1496,% of economically inactive long-term sick,20599,Variable,29.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1496,% of economically inactive long-term sick,21001,Numerator,125700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1497,% of economically inactive discouraged,20599,Variable,0.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1497,% of economically inactive discouraged,21001,Numerator,1300
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1498,% of economically inactive retired,20599,Variable,16.5
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1498,% of economically inactive retired,21001,Numerator,70700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1499,% of economically inactive other,20599,Variable,8.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1499,% of economically inactive other,21001,Numerator,35400
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1487,% of economically inactive who want a job,20599,Variable,25.2
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1487,% of economically inactive who want a job,21001,Numerator,107700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1488,% of economically inactive who do not want a job,20599,Variable,74.8
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000001,North East,regions,1488,% of economically inactive who do not want a job,21001,Numerator,320600
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,20599,Variable,25.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,1130600
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,33.9
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,286600
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,16.2
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,383100
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,20599,Variable,36.6
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,461000
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,118,% who are economically inactive - aged 65+,20599,Variable,94.4
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,118,% who are economically inactive - aged 65+,21001,Numerator,1007200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1493,% of economically inactive student,20599,Variable,20.5
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1493,% of economically inactive student,21001,Numerator,231300
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1494,% of economically inactive looking after family/home,20599,Variable,23.4
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1494,% of economically inactive looking after family/home,21001,Numerator,264700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1495,% of economically inactive temporary sick,20599,Variable,2.1
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1495,% of economically inactive temporary sick,21001,Numerator,23300
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1496,% of economically inactive long-term sick,20599,Variable,28.6
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1496,% of economically inactive long-term sick,21001,Numerator,323700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1497,% of economically inactive discouraged,20599,Variable,0.5
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1497,% of economically inactive discouraged,21001,Numerator,6000
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1498,% of economically inactive retired,20599,Variable,16.2
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1498,% of economically inactive retired,21001,Numerator,183500
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1499,% of economically inactive other,20599,Variable,8.7
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1499,% of economically inactive other,21001,Numerator,98100
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1487,% of economically inactive who want a job,20599,Variable,20.9
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1487,% of economically inactive who want a job,21001,Numerator,236800
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.1
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000002,North West,regions,1488,% of economically inactive who do not want a job,21001,Numerator,893700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,20599,Variable,24.4
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,812200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,32.9
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,210400
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.5
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,272500
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,20599,Variable,35.4
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,329300
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,20599,Variable,93.9
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,21001,Numerator,747900
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,20599,Variable,20.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,21001,Numerator,164500
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,20599,Variable,25.3
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,21001,Numerator,205100
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,20599,Variable,2
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,21001,Numerator,16000
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,20599,Variable,25.1
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,21001,Numerator,204200
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,20599,Variable,0.6
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,21001,Numerator,4700
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,20599,Variable,16.7
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,21001,Numerator,135800
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,20599,Variable,10.1
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,21001,Numerator,81900
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,20599,Variable,20.4
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,21001,Numerator,165600
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.6
economic_inactivity,2008-03-01,Apr 2007-Mar 2008,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,21001,Numerator,646600
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,20599,Variable,26.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,436200
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,36.8
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,115000
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.6
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,133100
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,20599,Variable,38.7
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,188100
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,118,% who are economically inactive - aged 65+,20599,Variable,95.6
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,118,% who are economically inactive - aged 65+,21001,Numerator,394600
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1493,% of economically inactive student,20599,Variable,20.9
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1493,% of economically inactive student,21001,Numerator,91300
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1494,% of economically inactive looking after family/home,20599,Variable,22.7
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1494,% of economically inactive looking after family/home,21001,Numerator,99100
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1495,% of economically inactive temporary sick,20599,Variable,2.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1495,% of economically inactive temporary sick,21001,Numerator,10300
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1496,% of economically inactive long-term sick,20599,Variable,29
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1496,% of economically inactive long-term sick,21001,Numerator,126700
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1497,% of economically inactive discouraged,20599,Variable,0.3
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1497,% of economically inactive discouraged,21001,Numerator,1400
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1498,% of economically inactive retired,20599,Variable,16.3
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1498,% of economically inactive retired,21001,Numerator,71200
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1499,% of economically inactive other,20599,Variable,8.3
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1499,% of economically inactive other,21001,Numerator,36300
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1487,% of economically inactive who want a job,20599,Variable,25.5
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1487,% of economically inactive who want a job,21001,Numerator,111200
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1488,% of economically inactive who do not want a job,20599,Variable,74.5
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000001,North East,regions,1488,% of economically inactive who do not want a job,21001,Numerator,325000
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,20599,Variable,25.5
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,1138800
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,34.2
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,289300
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,16.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,386800
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,20599,Variable,36.7
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,462600
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,118,% who are economically inactive - aged 65+,20599,Variable,93.9
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,118,% who are economically inactive - aged 65+,21001,Numerator,1005800
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1493,% of economically inactive student,20599,Variable,21
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1493,% of economically inactive student,21001,Numerator,239000
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1494,% of economically inactive looking after family/home,20599,Variable,23.5
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1494,% of economically inactive looking after family/home,21001,Numerator,267700
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1495,% of economically inactive temporary sick,20599,Variable,1.9
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1495,% of economically inactive temporary sick,21001,Numerator,21900
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1496,% of economically inactive long-term sick,20599,Variable,28.6
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1496,% of economically inactive long-term sick,21001,Numerator,325100
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1497,% of economically inactive discouraged,20599,Variable,0.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1497,% of economically inactive discouraged,21001,Numerator,4900
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1498,% of economically inactive retired,20599,Variable,16.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1498,% of economically inactive retired,21001,Numerator,187000
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1499,% of economically inactive other,20599,Variable,8.2
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1499,% of economically inactive other,21001,Numerator,93100
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1487,% of economically inactive who want a job,20599,Variable,22.2
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1487,% of economically inactive who want a job,21001,Numerator,252800
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1488,% of economically inactive who do not want a job,20599,Variable,77.8
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000002,North West,regions,1488,% of economically inactive who do not want a job,21001,Numerator,886000
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,20599,Variable,24.5
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,817200
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,33.1
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,212400
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.4
economic_inactivity,2008-06-01,Jul 2007-Jun 2008,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,270900
